timestamp,episode,reward,total_energy_kWh,avg_temp,epsilon,comfort_violation,loss
2025-10-25 22:38:03,1,272.51414578255975,37.618128,27.847022530652684,1.0,3.8978910640636317,0.0
2025-10-25 22:38:04,2,-29.685452800000004,37.106816,20.485261810677034,0.8475428503023453,0.0,531220258.0879956
2025-10-25 22:38:06,3,-8.908097135813126,47.249168,21.037063391908088,0.6662995813682115,0.04718252394293317,310573694634.7461
2025-10-25 22:38:07,4,246.9533220117479,58.871157000000025,27.569133477495228,0.5238143793828016,3.569133477495226,7578542499998.817
2025-10-25 22:38:08,5,392.45897197114067,61.477706000000026,30.36441546915039,0.4117990041127769,6.364415469150392,24910979106459.62
2025-10-25 22:38:10,6,-8.988080133351541,69.24050400000002,20.44221250580688,0.3237376186352221,0.1288697550501602,28774076663047.63
2025-10-25 22:38:11,7,194.73871654769934,72.04338000000001,17.073121123367446,0.25450776877280124,3.0297996315852136,24155276517980.566
2025-10-25 22:38:12,8,119.76676047358883,37.79851400000002,19.588289420615652,0.2000824143909432,1.5076812816967582,19424309542792.465
2025-10-25 22:38:14,9,188.36338667986394,66.384566,26.76432240088643,0.1572956799768517,2.8233151416640894,13395819155247.385
2025-10-25 22:38:15,10,206.8077396973338,77.71979200000001,27.094385857904054,0.12365869841532712,3.0943858579040504,14697298443296.084
2025-10-25 22:38:16,11,16.370017136266757,79.206,24.207634050343188,0.0996820918179746,0.26012911242929454,12280455209092.58
2025-10-25 22:38:18,12,-65.27199999999998,81.59,20.86382807611023,0.0996820918179746,0.0,14722366898045.74
2025-10-25 22:38:19,13,317.8152503984989,77.535348,29.26401230338185,0.0996820918179746,5.277339560577629,14134018467238.12
2025-10-25 22:38:20,14,-76.68713280000001,95.85891600000001,23.57354992970201,0.0996820918179746,0.0,15831894328419.87
2025-10-25 22:38:22,15,-17.08037672986587,89.307012,23.899406617619835,0.0996820918179746,0.1963112286010252,17718900070536.363
2025-10-25 22:38:23,16,-15.867297748672254,85.03485400000002,20.669322859919095,0.0996820918179746,0.15455654263878285,19124266934319.664
2025-10-25 22:38:25,17,177.69060884818515,77.744,26.54329183424593,0.0996820918179746,2.5432918342459305,12924330204866.635
2025-10-25 22:38:26,18,218.40896774132938,74.26899999999999,27.364809194952993,0.0996820918179746,3.5118213587372984,16796967236895.422
2025-10-25 22:38:27,19,-60.117638400000004,75.147048,21.946430802361075,0.0996820918179746,0.0,14070122675959.682
2025-10-25 22:38:28,20,293.2683458248898,68.65934800000001,28.690128260528173,0.0996820918179746,4.927951216380489,13152289591481.404
2025-10-25 22:38:30,21,6.156714293555383,54.155561999999996,21.5651935190391,0.0996820918179746,0.18714325555976105,6576072904567.685
2025-10-25 22:38:31,22,445.751334766917,79.2,31.642260128161308,0.0996820918179746,7.642260128161305,6756624408377.258
2025-10-25 22:38:32,23,60.91495325795535,85.90338600000001,24.577593063600613,0.0996820918179746,1.121925417764306,8303186578731.929
2025-10-25 22:38:33,24,419.34665332948816,83.283058,31.204035979725152,0.0996820918179746,7.204035979725153,3758701583104.824
2025-10-25 22:38:35,25,92.01334187449994,88.162464,18.808142103638136,0.0996820918179746,1.6618051718655291,4762013228774.681
2025-10-25 22:38:36,26,381.6091034514422,76.81585399999999,30.391321716883372,0.0996820918179746,6.3913217168833745,4509345162860.259
2025-10-25 22:38:37,27,-21.227577269137125,87.057658,23.999820447849903,0.0996820918179746,0.08368464262997873,3176823972192.01
2025-10-25 22:38:38,28,37.86498336496461,57.668991000000034,24.274062474970197,0.0996820918179746,0.4242457607000872,2692987582641.862
2025-10-25 22:38:40,29,266.47641474046077,42.703092,27.764714327445063,0.0996820918179746,4.027251673114787,2693716787202.2627
2025-10-25 22:38:41,30,-22.7744816,28.468102000000002,22.878477012155845,0.0996820918179746,0.0,2163652883260.2815
2025-10-25 22:38:43,31,168.96611460475,61.78990400000002,26.136326473574808,0.0996820918179746,2.1363264735748113,1371025546101.6936
2025-10-25 22:46:17,1,-176.35236055828958,45.125238,18.968660624270896,1.0,1.329741427240333,0.0
2025-10-25 22:46:18,2,-303.763625052851,43.186969,27.000557330546417,0.8475428503023453,3.000557330546419,8.775579937140199
2025-10-25 22:46:20,3,3.317350399999997,36.303062000000004,21.440557661513054,0.6662995813682115,0.0,10.209502281377036
2025-10-25 22:46:22,4,-391.45450643335886,28.08079200000001,29.087587450052965,0.5238143793828016,5.283709712753008,28.415287499360428
2025-10-25 22:46:23,5,-478.4399327741069,42.89924600000002,30.315200431327785,0.4117990041127769,6.315200431327784,41.990325254722734
2025-10-25 22:46:25,6,-497.75087183183854,46.65011200000001,30.60068148166361,0.3237376186352221,6.600681481663607,115.76539851167303
2025-10-25 22:46:26,7,-174.00302842115477,68.68490600000001,24.591875561009857,0.25450776877280124,0.9099952731279309,14764787031.760437
2025-10-25 22:46:27,8,-217.8089255433681,67.64232700000001,18.83074774182664,0.2000824143909432,1.1942209080183352,348579514133.9388
2025-10-25 22:46:29,9,-291.952796150423,76.812854,26.087168805879227,0.1572956799768517,2.0871688058792235,1203131343631.3684
2025-10-25 22:46:30,10,-526.5730601040023,79.253,30.480266289848526,0.12365869841532712,6.480266289848526,1620592371187.2224
2025-10-25 22:46:32,11,-333.01234649200643,82.42200000000003,17.24979268007564,0.0996820918179746,2.750207319924364,1558833551100.2197
2025-10-25 22:46:33,12,-45.754166000000026,81.97476600000003,21.785471025716117,0.0996820918179746,0.0,1333915963703.21
2025-10-25 22:46:35,13,-34.297,71.231,22.334354335845344,0.0996820918179746,0.0,1304536487871.826
